pair.n,AOU.1,AOU.2,sp.1.english,sp.2.english,sp1sp2,species1species2,In.BBS,sp.1.sci,sp.2.sci,sp1.first.breeding.month,sp1.last.breeding.month,sp1.first.peak.breeding.month,sp1.last.peak.breeding.month,sp2.first.breeding.month,sp2.last.breeding.month,sp2.first.peak.breeding.month,sp2.last.peak.breeding.month,first_breeding_month,last_breeding_month
139,4530,7340,Brown-crested Flycatcher,Bridled Titmouse,45307340,Brown-crested FlycatcherBridled Titmouse,1,Myiarchus tyrannulus,Baeolophus wollweberi,3,7,5,6,4,7,4,7,4,7
140,4530,7430,Brown-crested Flycatcher,Bushtit,45307430,Brown-crested FlycatcherBushtit,1,Myiarchus tyrannulus,Psaltriparus minimus,3,7,5,6,3,8,4,7,4,7
141,4540,4570,Ash-throated Flycatcher,Say's Phoebe,45404570,Ash-throated FlycatcherSay's Phoebe,1,Myiarchus cinerascens,Sayornis saya,3,8,4,7,4,8,5,7,4,7
142,4540,4580,Ash-throated Flycatcher,Black Phoebe,45404580,Ash-throated FlycatcherBlack Phoebe,1,Myiarchus cinerascens,Sayornis nigricans,3,8,4,7,3,6,3,6,3,6
143,4540,4600,Ash-throated Flycatcher,Greater Pewee,45404600,Ash-throated FlycatcherGreater Pewee,1,Myiarchus cinerascens,Contopus pertinax,3,8,4,7,5,7,5,7,5,7
144,4540,4620,Ash-throated Flycatcher,Western Wood-Pewee,45404620,Ash-throated FlycatcherWestern Wood-Pewee,1,Myiarchus cinerascens,Contopus sordidulus,3,8,4,7,5,8,5,7,5,7
145,4540,4640,Ash-throated Flycatcher,Cordilleran Flycatcher,45404640,Ash-throated FlycatcherCordilleran Flycatcher,1,Myiarchus cinerascens,Empidonax occidentalis,3,8,4,7,4,7,4,7,4,7
146,4540,4641,Ash-throated Flycatcher,Pacific-slope Flycatcher,45404641,Ash-throated FlycatcherPacific-slope Flycatcher,1,Myiarchus cinerascens,Empidonax difficilis,3,8,4,7,4,7,4,7,4,7
147,4540,4680,Ash-throated Flycatcher,Hammond's Flycatcher,45404680,Ash-throated FlycatcherHammond's Flycatcher,1,Myiarchus cinerascens,Empidonax hammondii,3,8,4,7,5,8,6,7,5,7
148,4540,6430,Ash-throated Flycatcher,Lucy's Warbler,45406430,Ash-throated FlycatcherLucy's Warbler,1,Myiarchus cinerascens,Oreothlypis luciae,3,8,4,7,4,7,5,6,4,7
149,4540,6440,Ash-throated Flycatcher,Virginia's Warbler,45406440,Ash-throated FlycatcherVirginia's Warbler,1,Myiarchus cinerascens,Oreothlypis virginiae,3,8,4,7,5,7,5,6,5,7
150,4540,6460,Ash-throated Flycatcher,Orange-crowned Warbler,45406460,Ash-throated FlycatcherOrange-crowned Warbler,1,Myiarchus cinerascens,Oreothlypis celata,3,8,4,7,3,7,4,6,4,7
151,4540,6520,Ash-throated Flycatcher,Yellow Warbler,45406520,Ash-throated FlycatcherYellow Warbler,1,Myiarchus cinerascens,Setophaga petechia,3,8,4,7,5,8,6,7,5,7
152,4540,6640,Ash-throated Flycatcher,Grace's Warbler,45406640,Ash-throated FlycatcherGrace's Warbler,1,Myiarchus cinerascens,Setophaga graciae,3,8,4,7,5,7,5,7,5,7
153,4540,6650,Ash-throated Flycatcher,Black-throated Gray Warbler,45406650,Ash-throated FlycatcherBlack-throated Gray Warbler,1,Myiarchus cinerascens,Setophaga nigrescens,3,8,4,7,5,7,5,7,5,7
154,4540,6810,Ash-throated Flycatcher,Common Yellowthroat,45406810,Ash-throated FlycatcherCommon Yellowthroat,1,Myiarchus cinerascens,Geothlypis trichas,3,8,4,7,5,7,5,7,5,7
155,4540,6830,Ash-throated Flycatcher,Yellow-breasted Chat,45406830,Ash-throated FlycatcherYellow-breasted Chat,1,Myiarchus cinerascens,Icteria virens,3,8,4,7,5,8,5,7,5,7
156,4540,6880,Ash-throated Flycatcher,Painted Redstart,45406880,Ash-throated FlycatcherPainted Redstart,1,Myiarchus cinerascens,Myioborus pictus,3,8,4,7,4,7,4,7,4,7
157,4540,6900,Ash-throated Flycatcher,Red-faced Warbler,45406900,Ash-throated FlycatcherRed-faced Warbler,1,Myiarchus cinerascens,Cardellina rubrifrons,3,8,4,7,5,7,5,6,5,7
158,4540,7340,Ash-throated Flycatcher,Bridled Titmouse,45407340,Ash-throated FlycatcherBridled Titmouse,1,Myiarchus cinerascens,Baeolophus wollweberi,3,8,4,7,4,7,4,7,4,7
159,4540,7430,Ash-throated Flycatcher,Bushtit,45407430,Ash-throated FlycatcherBushtit,1,Myiarchus cinerascens,Psaltriparus minimus,3,8,4,7,3,8,4,7,4,7
160,4550,6650,Dusky-capped Flycatcher,Black-throated Gray Warbler,45506650,Dusky-capped FlycatcherBlack-throated Gray Warbler,1,Myiarchus tuberculifer,Setophaga nigrescens,5,7,5,7,5,7,5,7,5,7
161,4550,7340,Dusky-capped Flycatcher,Bridled Titmouse,45507340,Dusky-capped FlycatcherBridled Titmouse,1,Myiarchus tuberculifer,Baeolophus wollweberi,5,7,5,7,4,7,4,7,5,7
162,4550,7430,Dusky-capped Flycatcher,Bushtit,45507430,Dusky-capped FlycatcherBushtit,1,Myiarchus tuberculifer,Psaltriparus minimus,5,7,5,7,3,8,4,7,5,7
163,4560,4610,Eastern Phoebe,Eastern Wood-Pewee,45604610,Eastern PhoebeEastern Wood-Pewee,1,Sayornis phoebe,Contopus virens,4,8,4,7,5,9,6,7,5,7
164,4560,4650,Eastern Phoebe,Acadian Flycatcher,45604650,Eastern PhoebeAcadian Flycatcher,1,Sayornis phoebe,Empidonax virescens,4,8,4,7,5,8,6,7,5,7
165,4560,4660,Eastern Phoebe,Willow Flycatcher,45604660,Eastern PhoebeWillow Flycatcher,1,Sayornis phoebe,Empidonax traillii,4,8,4,7,5,9,6,7,5,7
166,4560,4661,Eastern Phoebe,Alder Flycatcher,45604661,Eastern PhoebeAlder Flycatcher,1,Sayornis phoebe,Empidonax alnorum,4,8,4,7,6,8,6,7,6,7
167,4560,4670,Eastern Phoebe,Least Flycatcher,45604670,Eastern PhoebeLeast Flycatcher,1,Sayornis phoebe,Empidonax minimus,4,8,4,7,5,8,6,7,5,7
168,4560,6410,Eastern Phoebe,Blue-winged Warbler,45606410,Eastern PhoebeBlue-winged Warbler,1,Sayornis phoebe,Vermivora cyanoptera,4,8,4,7,5,6,5,6,5,6
169,4560,6420,Eastern Phoebe,Golden-winged Warbler,45606420,Eastern PhoebeGolden-winged Warbler,1,Sayornis phoebe,Vermivora chrysoptera,4,8,4,7,5,7,5,7,5,7
170,4560,6480,Eastern Phoebe,Northern Parula,45606480,Eastern PhoebeNorthern Parula,1,Sayornis phoebe,Setophaga americana,4,8,4,7,4,8,4,7,4,7
171,4560,6520,Eastern Phoebe,Yellow Warbler,45606520,Eastern PhoebeYellow Warbler,1,Sayornis phoebe,Setophaga petechia,4,8,4,7,5,8,6,7,5,7
172,4560,6550,Eastern Phoebe,(Myrtle Warbler) Yellow-rumped Warbler,45606550,Eastern Phoebe(Myrtle Warbler) Yellow-rumped Warbler,1,Sayornis phoebe,Setophaga coronata coronata,4,8,4,7,5,8,5,7,5,7
173,4560,6570,Eastern Phoebe,Magnolia Warbler,45606570,Eastern PhoebeMagnolia Warbler,1,Sayornis phoebe,Setophaga magnolia,4,8,4,7,6,8,6,8,6,8
174,4560,6590,Eastern Phoebe,Chestnut-sided Warbler,45606590,Eastern PhoebeChestnut-sided Warbler,1,Sayornis phoebe,Setophaga pensylvanica,4,8,4,7,5,9,5,8,5,8
175,4560,6620,Eastern Phoebe,Blackburnian Warbler,45606620,Eastern PhoebeBlackburnian Warbler,1,Sayornis phoebe,Setophaga fusca,4,8,4,7,5,7,6,7,5,7
176,4560,6630,Eastern Phoebe,Yellow-throated Warbler,45606630,Eastern PhoebeYellow-throated Warbler,1,Sayornis phoebe,Setophaga dominica,4,8,4,7,4,7,4,7,4,7
177,4560,6670,Eastern Phoebe,Black-throated Green Warbler,45606670,Eastern PhoebeBlack-throated Green Warbler,1,Sayornis phoebe,Setophaga virens,4,8,4,7,5,8,5,7,5,7
178,4560,6710,Eastern Phoebe,Pine Warbler,45606710,Eastern PhoebePine Warbler,1,Sayornis phoebe,Setophaga pinus,4,8,4,7,3,7,4,7,4,7
179,4560,6730,Eastern Phoebe,Prairie Warbler,45606730,Eastern PhoebePrairie Warbler,1,Sayornis phoebe,Setophaga discolor,4,8,4,7,5,7,5,7,5,7
180,4560,6770,Eastern Phoebe,Kentucky Warbler,45606770,Eastern PhoebeKentucky Warbler,1,Sayornis phoebe,Geothlypis formosa,4,8,4,7,4,8,6,8,4,8
181,4560,6840,Eastern Phoebe,Hooded Warbler,45606840,Eastern PhoebeHooded Warbler,1,Sayornis phoebe,Setophaga citrina,4,8,4,7,5,8,5,7,5,7
182,4560,6870,Eastern Phoebe,American Redstart,45606870,Eastern PhoebeAmerican Redstart,1,Sayornis phoebe,Setophaga ruticilla,4,8,4,7,5,7,5,7,5,7
183,4560,7480,Eastern Phoebe,Golden-crowned Kinglet,45607480,Eastern PhoebeGolden-crowned Kinglet,1,Sayornis phoebe,Regulus satrapa,4,8,4,7,5,8,5,8,5,8
184,4570,4620,Say's Phoebe,Western Wood-Pewee,45704620,Say's PhoebeWestern Wood-Pewee,1,Sayornis saya,Contopus sordidulus,4,8,5,7,5,8,5,7,5,7
185,4570,4670,Say's Phoebe,Least Flycatcher,45704670,Say's PhoebeLeast Flycatcher,1,Sayornis saya,Empidonax minimus,4,8,5,7,5,8,6,7,5,7
186,4570,4690,Say's Phoebe,Dusky Flycatcher,45704690,Say's PhoebeDusky Flycatcher,1,Sayornis saya,Empidonax oberholseri,4,8,5,7,5,8,6,7,5,7
187,4570,6440,Say's Phoebe,Virginia's Warbler,45706440,Say's PhoebeVirginia's Warbler,1,Sayornis saya,Oreothlypis virginiae,4,8,5,7,5,7,5,6,5,7
188,4570,6460,Say's Phoebe,Orange-crowned Warbler,45706460,Say's PhoebeOrange-crowned Warbler,1,Sayornis saya,Oreothlypis celata,4,8,5,7,3,7,4,6,4,7
189,4570,6650,Say's Phoebe,Black-throated Gray Warbler,45706650,Say's PhoebeBlack-throated Gray Warbler,1,Sayornis saya,Setophaga nigrescens,4,8,5,7,5,7,5,7,5,7
190,4570,6870,Say's Phoebe,American Redstart,45706870,Say's PhoebeAmerican Redstart,1,Sayornis saya,Setophaga ruticilla,4,8,5,7,5,7,5,7,5,7
191,4570,7340,Say's Phoebe,Bridled Titmouse,45707340,Say's PhoebeBridled Titmouse,1,Sayornis saya,Baeolophus wollweberi,4,8,5,7,4,7,4,7,4,7
192,4570,7430,Say's Phoebe,Bushtit,45707430,Say's PhoebeBushtit,1,Sayornis saya,Psaltriparus minimus,4,8,5,7,3,8,4,7,4,7
193,4580,4620,Black Phoebe,Western Wood-Pewee,45804620,Black PhoebeWestern Wood-Pewee,1,Sayornis nigricans,Contopus sordidulus,3,6,3,6,5,8,5,7,5,6
194,4580,4641,Black Phoebe,Pacific-slope Flycatcher,45804641,Black PhoebePacific-slope Flycatcher,1,Sayornis nigricans,Empidonax difficilis,3,6,3,6,4,7,4,7,4,6
195,4580,4680,Black Phoebe,Hammond's Flycatcher,45804680,Black PhoebeHammond's Flycatcher,1,Sayornis nigricans,Empidonax hammondii,3,6,3,6,5,8,6,7,5,6
196,4580,4690,Black Phoebe,Dusky Flycatcher,45804690,Black PhoebeDusky Flycatcher,1,Sayornis nigricans,Empidonax oberholseri,3,6,3,6,5,8,6,7,5,6
197,4580,6440,Black Phoebe,Virginia's Warbler,45806440,Black PhoebeVirginia's Warbler,1,Sayornis nigricans,Oreothlypis virginiae,3,6,3,6,5,7,5,6,5,6
198,4580,6460,Black Phoebe,Orange-crowned Warbler,45806460,Black PhoebeOrange-crowned Warbler,1,Sayornis nigricans,Oreothlypis celata,3,6,3,6,3,7,4,6,3,6
199,4580,6650,Black Phoebe,Black-throated Gray Warbler,45806650,Black PhoebeBlack-throated Gray Warbler,1,Sayornis nigricans,Setophaga nigrescens,3,6,3,6,5,7,5,7,5,6
200,4580,7340,Black Phoebe,Bridled Titmouse,45807340,Black PhoebeBridled Titmouse,1,Sayornis nigricans,Baeolophus wollweberi,3,6,3,6,4,7,4,7,4,6
201,4580,7430,Black Phoebe,Bushtit,45807430,Black PhoebeBushtit,1,Sayornis nigricans,Psaltriparus minimus,3,6,3,6,3,8,4,7,3,6
202,4590,4620,Olive-sided Flycatcher,Western Wood-Pewee,45904620,Olive-sided FlycatcherWestern Wood-Pewee,1,Contopus cooperi,Contopus sordidulus,5,8,6,7,5,8,5,7,5,7
203,4590,4641,Olive-sided Flycatcher,Pacific-slope Flycatcher,45904641,Olive-sided FlycatcherPacific-slope Flycatcher,1,Contopus cooperi,Empidonax difficilis,5,8,6,7,4,7,4,7,5,7
204,4590,4660,Olive-sided Flycatcher,Willow Flycatcher,45904660,Olive-sided FlycatcherWillow Flycatcher,1,Contopus cooperi,Empidonax traillii,5,8,6,7,5,9,6,7,6,7
205,4590,4661,Olive-sided Flycatcher,Alder Flycatcher,45904661,Olive-sided FlycatcherAlder Flycatcher,1,Contopus cooperi,Empidonax alnorum,5,8,6,7,6,8,6,7,6,7
206,4590,4670,Olive-sided Flycatcher,Least Flycatcher,45904670,Olive-sided FlycatcherLeast Flycatcher,1,Contopus cooperi,Empidonax minimus,5,8,6,7,5,8,6,7,6,7
207,4590,4680,Olive-sided Flycatcher,Hammond's Flycatcher,45904680,Olive-sided FlycatcherHammond's Flycatcher,1,Contopus cooperi,Empidonax hammondii,5,8,6,7,5,8,6,7,6,7
208,4590,4690,Olive-sided Flycatcher,Dusky Flycatcher,45904690,Olive-sided FlycatcherDusky Flycatcher,1,Contopus cooperi,Empidonax oberholseri,5,8,6,7,5,8,6,7,6,7
209,4590,6440,Olive-sided Flycatcher,Virginia's Warbler,45906440,Olive-sided FlycatcherVirginia's Warbler,1,Contopus cooperi,Oreothlypis virginiae,5,8,6,7,5,7,5,6,5,7
210,4590,6460,Olive-sided Flycatcher,Orange-crowned Warbler,45906460,Olive-sided FlycatcherOrange-crowned Warbler,1,Contopus cooperi,Oreothlypis celata,5,8,6,7,3,7,4,6,5,7
211,4590,6480,Olive-sided Flycatcher,Northern Parula,45906480,Olive-sided FlycatcherNorthern Parula,1,Contopus cooperi,Setophaga americana,5,8,6,7,4,8,4,7,5,7
212,4590,6520,Olive-sided Flycatcher,Yellow Warbler,45906520,Olive-sided FlycatcherYellow Warbler,1,Contopus cooperi,Setophaga petechia,5,8,6,7,5,8,6,7,6,7
213,4590,6550,Olive-sided Flycatcher,(Myrtle Warbler) Yellow-rumped Warbler,45906550,Olive-sided Flycatcher(Myrtle Warbler) Yellow-rumped Warbler,1,Contopus cooperi,Setophaga coronata coronata,5,8,6,7,5,8,5,7,5,7
214,4590,6570,Olive-sided Flycatcher,Magnolia Warbler,45906570,Olive-sided FlycatcherMagnolia Warbler,1,Contopus cooperi,Setophaga magnolia,5,8,6,7,6,8,6,8,6,8
215,4590,6590,Olive-sided Flycatcher,Chestnut-sided Warbler,45906590,Olive-sided FlycatcherChestnut-sided Warbler,1,Contopus cooperi,Setophaga pensylvanica,5,8,6,7,5,9,5,8,5,8
216,4590,6620,Olive-sided Flycatcher,Blackburnian Warbler,45906620,Olive-sided FlycatcherBlackburnian Warbler,1,Contopus cooperi,Setophaga fusca,5,8,6,7,5,7,6,7,6,7
217,4590,6670,Olive-sided Flycatcher,Black-throated Green Warbler,45906670,Olive-sided FlycatcherBlack-throated Green Warbler,1,Contopus cooperi,Setophaga virens,5,8,6,7,5,8,5,7,5,7
218,4590,6680,Olive-sided Flycatcher,Townsend's Warbler,45906680,Olive-sided FlycatcherTownsend's Warbler,1,Contopus cooperi,Setophaga townsendi,5,8,6,7,5,7,5,7,5,7
219,4590,6690,Olive-sided Flycatcher,Hermit Warbler,45906690,Olive-sided FlycatcherHermit Warbler,1,Contopus cooperi,Setophaga occidentalis,5,8,6,7,5,7,5,6,5,7
220,4590,6870,Olive-sided Flycatcher,American Redstart,45906870,Olive-sided FlycatcherAmerican Redstart,1,Contopus cooperi,Setophaga ruticilla,5,8,6,7,5,7,5,7,5,7
221,4590,7480,Olive-sided Flycatcher,Golden-crowned Kinglet,45907480,Olive-sided FlycatcherGolden-crowned Kinglet,1,Contopus cooperi,Regulus satrapa,5,8,6,7,5,8,5,8,5,8
222,4600,4620,Greater Pewee,Western Wood-Pewee,46004620,Greater PeweeWestern Wood-Pewee,1,Contopus pertinax,Contopus sordidulus,5,7,5,7,5,8,5,7,5,7
223,4600,4640,Greater Pewee,Cordilleran Flycatcher,46004640,Greater PeweeCordilleran Flycatcher,1,Contopus pertinax,Empidonax occidentalis,5,7,5,7,4,7,4,7,5,7
224,4600,6430,Greater Pewee,Lucy's Warbler,46006430,Greater PeweeLucy's Warbler,1,Contopus pertinax,Oreothlypis luciae,5,7,5,7,4,7,5,6,5,7
225,4600,6440,Greater Pewee,Virginia's Warbler,46006440,Greater PeweeVirginia's Warbler,1,Contopus pertinax,Oreothlypis virginiae,5,7,5,7,5,7,5,6,5,7
226,4600,6460,Greater Pewee,Orange-crowned Warbler,46006460,Greater PeweeOrange-crowned Warbler,1,Contopus pertinax,Oreothlypis celata,5,7,5,7,3,7,4,6,5,7
227,4600,6520,Greater Pewee,Yellow Warbler,46006520,Greater PeweeYellow Warbler,1,Contopus pertinax,Setophaga petechia,5,7,5,7,5,8,6,7,5,7
228,4600,6640,Greater Pewee,Grace's Warbler,46006640,Greater PeweeGrace's Warbler,1,Contopus pertinax,Setophaga graciae,5,7,5,7,5,7,5,7,5,7
229,4600,6650,Greater Pewee,Black-throated Gray Warbler,46006650,Greater PeweeBlack-throated Gray Warbler,1,Contopus pertinax,Setophaga nigrescens,5,7,5,7,5,7,5,7,5,7
230,4600,6880,Greater Pewee,Painted Redstart,46006880,Greater PeweePainted Redstart,1,Contopus pertinax,Myioborus pictus,5,7,5,7,4,7,4,7,5,7
231,4600,6900,Greater Pewee,Red-faced Warbler,46006900,Greater PeweeRed-faced Warbler,1,Contopus pertinax,Cardellina rubrifrons,5,7,5,7,5,7,5,6,5,7
232,4600,7340,Greater Pewee,Bridled Titmouse,46007340,Greater PeweeBridled Titmouse,1,Contopus pertinax,Baeolophus wollweberi,5,7,5,7,4,7,4,7,5,7
233,4600,7430,Greater Pewee,Bushtit,46007430,Greater PeweeBushtit,1,Contopus pertinax,Psaltriparus minimus,5,7,5,7,3,8,4,7,5,7
234,4610,4650,Eastern Wood-Pewee,Acadian Flycatcher,46104650,Eastern Wood-PeweeAcadian Flycatcher,1,Contopus virens,Empidonax virescens,5,9,6,7,5,8,6,7,6,7
235,4610,4660,Eastern Wood-Pewee,Willow Flycatcher,46104660,Eastern Wood-PeweeWillow Flycatcher,1,Contopus virens,Empidonax traillii,5,9,6,7,5,9,6,7,6,7
236,4610,4661,Eastern Wood-Pewee,Alder Flycatcher,46104661,Eastern Wood-PeweeAlder Flycatcher,1,Contopus virens,Empidonax alnorum,5,9,6,7,6,8,6,7,6,7
237,4610,4670,Eastern Wood-Pewee,Least Flycatcher,46104670,Eastern Wood-PeweeLeast Flycatcher,1,Contopus virens,Empidonax minimus,5,9,6,7,5,8,6,7,6,7
238,4610,6410,Eastern Wood-Pewee,Blue-winged Warbler,46106410,Eastern Wood-PeweeBlue-winged Warbler,1,Contopus virens,Vermivora cyanoptera,5,9,6,7,5,6,5,6,5,6
239,4610,6420,Eastern Wood-Pewee,Golden-winged Warbler,46106420,Eastern Wood-PeweeGolden-winged Warbler,1,Contopus virens,Vermivora chrysoptera,5,9,6,7,5,7,5,7,5,7
240,4610,6480,Eastern Wood-Pewee,Northern Parula,46106480,Eastern Wood-PeweeNorthern Parula,1,Contopus virens,Setophaga americana,5,9,6,7,4,8,4,7,5,7
241,4610,6520,Eastern Wood-Pewee,Yellow Warbler,46106520,Eastern Wood-PeweeYellow Warbler,1,Contopus virens,Setophaga petechia,5,9,6,7,5,8,6,7,6,7
242,4610,6550,Eastern Wood-Pewee,(Myrtle Warbler) Yellow-rumped Warbler,46106550,Eastern Wood-Pewee(Myrtle Warbler) Yellow-rumped Warbler,1,Contopus virens,Setophaga coronata coronata,5,9,6,7,5,8,5,7,5,7
243,4610,6570,Eastern Wood-Pewee,Magnolia Warbler,46106570,Eastern Wood-PeweeMagnolia Warbler,1,Contopus virens,Setophaga magnolia,5,9,6,7,6,8,6,8,6,8
244,4610,6580,Eastern Wood-Pewee,Cerulean Warbler,46106580,Eastern Wood-PeweeCerulean Warbler,1,Contopus virens,Setophaga cerulea,5,9,6,7,4,7,5,6,5,7
245,4610,6590,Eastern Wood-Pewee,Chestnut-sided Warbler,46106590,Eastern Wood-PeweeChestnut-sided Warbler,1,Contopus virens,Setophaga pensylvanica,5,9,6,7,5,9,5,8,5,8
246,4610,6620,Eastern Wood-Pewee,Blackburnian Warbler,46106620,Eastern Wood-PeweeBlackburnian Warbler,1,Contopus virens,Setophaga fusca,5,9,6,7,5,7,6,7,6,7
247,4610,6630,Eastern Wood-Pewee,Yellow-throated Warbler,46106630,Eastern Wood-PeweeYellow-throated Warbler,1,Contopus virens,Setophaga dominica,5,9,6,7,4,7,4,7,5,7
248,4610,6670,Eastern Wood-Pewee,Black-throated Green Warbler,46106670,Eastern Wood-PeweeBlack-throated Green Warbler,1,Contopus virens,Setophaga virens,5,9,6,7,5,8,5,7,5,7
249,4610,6710,Eastern Wood-Pewee,Pine Warbler,46106710,Eastern Wood-PeweePine Warbler,1,Contopus virens,Setophaga pinus,5,9,6,7,3,7,4,7,5,7
250,4610,6730,Eastern Wood-Pewee,Prairie Warbler,46106730,Eastern Wood-PeweePrairie Warbler,1,Contopus virens,Setophaga discolor,5,9,6,7,5,7,5,7,5,7
251,4610,6740,Eastern Wood-Pewee,Ovenbird,46106740,Eastern Wood-PeweeOvenbird,1,Contopus virens,Seiurus aurocapilla,5,9,6,7,5,7,5,7,5,7
252,4610,6770,Eastern Wood-Pewee,Kentucky Warbler,46106770,Eastern Wood-PeweeKentucky Warbler,1,Contopus virens,Geothlypis formosa,5,9,6,7,4,8,6,8,6,8
253,4610,6810,Eastern Wood-Pewee,Common Yellowthroat,46106810,Eastern Wood-PeweeCommon Yellowthroat,1,Contopus virens,Geothlypis trichas,5,9,6,7,5,7,5,7,5,7
254,4610,6840,Eastern Wood-Pewee,Hooded Warbler,46106840,Eastern Wood-PeweeHooded Warbler,1,Contopus virens,Setophaga citrina,5,9,6,7,5,8,5,7,5,7
255,4610,6870,Eastern Wood-Pewee,American Redstart,46106870,Eastern Wood-PeweeAmerican Redstart,1,Contopus virens,Setophaga ruticilla,5,9,6,7,5,7,5,7,5,7
256,4610,7480,Eastern Wood-Pewee,Golden-crowned Kinglet,46107480,Eastern Wood-PeweeGolden-crowned Kinglet,1,Contopus virens,Regulus satrapa,5,9,6,7,5,8,5,8,5,8
257,4620,4640,Western Wood-Pewee,Cordilleran Flycatcher,46204640,Western Wood-PeweeCordilleran Flycatcher,1,Contopus sordidulus,Empidonax occidentalis,5,8,5,7,4,7,4,7,5,7
258,4620,4641,Western Wood-Pewee,Pacific-slope Flycatcher,46204641,Western Wood-PeweePacific-slope Flycatcher,1,Contopus sordidulus,Empidonax difficilis,5,8,5,7,4,7,4,7,5,7
259,4620,4660,Western Wood-Pewee,Willow Flycatcher,46204660,Western Wood-PeweeWillow Flycatcher,1,Contopus sordidulus,Empidonax traillii,5,8,5,7,5,9,6,7,5,7
260,4620,4661,Western Wood-Pewee,Alder Flycatcher,46204661,Western Wood-PeweeAlder Flycatcher,1,Contopus sordidulus,Empidonax alnorum,5,8,5,7,6,8,6,7,6,7
261,4620,4670,Western Wood-Pewee,Least Flycatcher,46204670,Western Wood-PeweeLeast Flycatcher,1,Contopus sordidulus,Empidonax minimus,5,8,5,7,5,8,6,7,5,7
262,4620,4680,Western Wood-Pewee,Hammond's Flycatcher,46204680,Western Wood-PeweeHammond's Flycatcher,1,Contopus sordidulus,Empidonax hammondii,5,8,5,7,5,8,6,7,5,7
263,4620,4690,Western Wood-Pewee,Dusky Flycatcher,46204690,Western Wood-PeweeDusky Flycatcher,1,Contopus sordidulus,Empidonax oberholseri,5,8,5,7,5,8,6,7,5,7
264,4620,4691,Western Wood-Pewee,Gray Flycatcher,46204691,Western Wood-PeweeGray Flycatcher,1,Contopus sordidulus,Empidonax wrightii,5,8,5,7,5,8,5,8,5,8
265,4620,6430,Western Wood-Pewee,Lucy's Warbler,46206430,Western Wood-PeweeLucy's Warbler,1,Contopus sordidulus,Oreothlypis luciae,5,8,5,7,4,7,5,6,5,7
266,4620,6440,Western Wood-Pewee,Virginia's Warbler,46206440,Western Wood-PeweeVirginia's Warbler,1,Contopus sordidulus,Oreothlypis virginiae,5,8,5,7,5,7,5,6,5,7
267,4620,6450,Western Wood-Pewee,Nashville Warbler,46206450,Western Wood-PeweeNashville Warbler,1,Contopus sordidulus,Oreothlypis ruficapilla,5,8,5,7,5,7,5,7,5,7
268,4620,6460,Western Wood-Pewee,Orange-crowned Warbler,46206460,Western Wood-PeweeOrange-crowned Warbler,1,Contopus sordidulus,Oreothlypis celata,5,8,5,7,3,7,4,6,5,7
269,4620,6520,Western Wood-Pewee,Yellow Warbler,46206520,Western Wood-PeweeYellow Warbler,1,Contopus sordidulus,Setophaga petechia,5,8,5,7,5,8,6,7,5,7
270,4620,6560,Western Wood-Pewee,(Audubon's Warbler) Yellow-rumpedWarbler,46206560,Western Wood-Pewee(Audubon's Warbler) Yellow-rumpedWarbler,1,Contopus sordidulus,Setophaga coronata audoboni,5,8,5,7,5,8,5,8,5,8
271,4620,6640,Western Wood-Pewee,Grace's Warbler,46206640,Western Wood-PeweeGrace's Warbler,1,Contopus sordidulus,Setophaga graciae,5,8,5,7,5,7,5,7,5,7
272,4620,6650,Western Wood-Pewee,Black-throated Gray Warbler,46206650,Western Wood-PeweeBlack-throated Gray Warbler,1,Contopus sordidulus,Setophaga nigrescens,5,8,5,7,5,7,5,7,5,7
273,4620,6680,Western Wood-Pewee,Townsend's Warbler,46206680,Western Wood-PeweeTownsend's Warbler,1,Contopus sordidulus,Setophaga townsendi,5,8,5,7,5,7,5,7,5,7
274,4620,6690,Western Wood-Pewee,Hermit Warbler,46206690,Western Wood-PeweeHermit Warbler,1,Contopus sordidulus,Setophaga occidentalis,5,8,5,7,5,7,5,6,5,7
275,4620,6800,Western Wood-Pewee,MacGillivray's Warbler,46206800,Western Wood-PeweeMacGillivray's Warbler,1,Contopus sordidulus,Geothlypis tolmiei,5,8,5,7,5,8,5,7,5,7
276,4620,6850,Western Wood-Pewee,Wilson's Warbler,46206850,Western Wood-PeweeWilson's Warbler,1,Contopus sordidulus,Cardellina pusilla,5,8,5,7,6,8,6,7,6,7
277,4620,6870,Western Wood-Pewee,American Redstart,46206870,Western Wood-PeweeAmerican Redstart,1,Contopus sordidulus,Setophaga ruticilla,5,8,5,7,5,7,5,7,5,7
